fin_coa_cd|org_cd|obj_id|ver_nbr|descrshort|company|setid_location|location|tax_location_cd|manager_unvl_id|manager_posn|budget_yr_end_dt|budget_lvl|gl_expense|eeo4_function|accident_ins|si_accident_num|hazard|estabid|riskcd|fte_edit_indc|dept_tenure_flg|tl_distrib_info|use_budgets|use_encumbrances|use_distribution|budget_deptid|dist_prorate_optn|hp_stats_dept_cd|hp_stats_faculty|accounting_owner|country_grp|iu_org_mail_drp_cd|iu_org_address_2|iu_org_address_3|iu_campus_cd|iu_campus_bldg|iu_campus_room|iu_posn_allow_fl|iu_tenure_allow_fl|iu_title_allow_fl|iu_occ_un_allow_fl|org_fscl_aprvr_uid|last_update_date|
BL|CEUS|11400DC3EE8D041EE043814FD881041E|1.0|BL-CEUS|IU|IUBLA|BL|BL|5694307882||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CEUS|||||||||BL|||Y|Y|Y|Y|5694307882|20040819000000|
BL|CFEE|11400DC3EE8E041EE043814FD881041E|1.0|BL-CFEE|IU|IUBLA|BL|BL|2620008671||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CFEE|||||||||BL|||Y|N|Y|N|2620008671|20041202000000|
BL|CFLT|11400DC3EE8F041EE043814FD881041E|1.0|BL-CFLT|IU||||||||||||||||||||||||||||||BL|||||Y|||20040420000000|
BL|CGBI|11400DC3F39B041EE043814FD881041E|1.0|BL-CGBI|IU||||4406304317||||||||||||||||||||||||||BL|||||Y||6076602019|20040816000000|
BL|CHEM|11400DC3EE90041EE043814FD881041E|1.0|BL-CHEM|IU||||5691404828||||||||||||||||||||||||||BL|||Y|Y|Y|Y|5691404828|20040901000000|
BL|CHIC|11400DC3EE91041EE043814FD881041E|1.0|BL-CHIC|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CHIC|||||||||BL|||N|N|Y|N|2620008671|20040723000000|
BL|CHMA|11400DC3EE92041EE043814FD881041E|1.0|BL-CHMA|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CHMA|||||||||BL|||N|N|Y|N||20040730000000|
BL|CHML|11400DC3EE93041EE043814FD881041E|1.0|BL-CHML|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CHML| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CIA|11400DC3EE94041EE043814FD881041E|1.0|BL-CIA|IU||||1730300231||||||||||||||||||||||||||BL|||Y||Y||5072006555|20041215000000|
BL|CINF|11400DC3F46B041EE043814FD881041E|1.0|BL-CINF|IU||||||||||||||||||||||||||||||BL|||||Y||5852509909|20050304000000|
BL|CISA|11400DC3F46A041EE043814FD881041E|1.0|BL-CISA|IU||||||||||||||||||||||||||||||BL|||||Y||2620008671|20050304000000|
BL|CISO|11400DC3EE95041EE043814FD881041E|1.0|BL-CISO|IU||||||||||||||||||||||||||||||BL|||||||1777902237|20030722000000|
BL|CITO|11400DC3F349041EE043814FD881041E|1.0|BL-CITO|IU||||3428005487||||||||||||||||||||||||||BL|||N||||5331201785|20031009000000|
BL|CLAC|11400DC3EE96041EE043814FD881041E|1.0|BL-CLAC|IU||||5331201785||||||||||||||||||||||||||BL|||Y|N|Y|Y|5331201785|20040819000000|
BL|CLAR|11400DC3EE97041EE043814FD881041E|1.0|BL-CLAR|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CLAR| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CLAS|11400DC3EE98041EE043814FD881041E|1.0|BL-CLAS|IU|IUBLA|BL|BL|3651402735||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CLAS|||||||||BL|||Y|Y|Y|Y|3651402735|20040819000000|
BL|CLIN|11400DC3F43A041EE043814FD881041E|1.0|BL-CLIN|IU||||||||||||||||||||||||||||||BL|||||||2843302291|20040920000000|
BL|CLST|11400DC3EE99041EE043814FD881041E|1.0|BL-CLST|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CLST| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CMCL|11400DC3EE9A041EE043814FD881041E|1.0|BL-CMCL|IU|IUBLA|BL|BL|3639507871||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CMCL|||||||||BL|||Y|Y|Y|Y|3639507871|20040819000000|
BL|CME|11400DC3EE9B041EE043814FD881041E|1.0|BL-CME|IU|IUBLA|BL|BL|5049708811||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CME|||||||||BL|||Y|N|Y|N|1730300231|20041215000000|
BL|CMLT|11400DC3EE9C041EE043814FD881041E|1.0|BL-CMLT|IU||||3918606779||||||||||||||||||||||||||BL|||Y|Y|Y|Y|3918606779|20040819000000|
BL|CMPS|11400DC3EE9D041EE043814FD881041E|1.0|BL-CMPS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CMPS| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CMST|11400DC3F3A9041EE043814FD881041E|1.0|BL-CMST|IU||||||||||||||||||||||||||||||BL||||||||20031028000000|
BL|COGS|11400DC3EE9E041EE043814FD881041E|1.0|BL-COGS|IU|IUBLA|BL|BL|5454406993||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-COGS|||||||||BL|||Y|Y|Y|Y|5454406993|20050228000000|
BL|COLP|11400DC3EE9F041EE043814FD881041E|1.0|BL-COLP|IU|IUBLA|BL|BL|5331201785||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-COLP|||||||||BL|||Y|N|N|N|5331201785|20040819000000|
BL|CONF|11400DC3EEA0041EE043814FD881041E|1.0|BL-CONF|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CONF| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|COSC|11400DC3F394041EE043814FD881041E|1.0|BL-COSC|IU||||1872708343||||||||||||||||||||||||||BL|||||||5045602480|20041112000000|
BL|CPEC|11400DC3EEA1041EE043814FD881041E|1.0|BL-CPEC|IU||||5049708811||||||||||||||||||||||||||BL|||Y||Y||3091109681|20041215000000|
BL|CPSC|11400DC3EEA2041EE043814FD881041E|1.0|BL-CPSC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CPSC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CPY|11400DC3F46C041EE043814FD881041E|1.0|BL-CPY|IU||||||||||||||||||||||||||||||BL|||||Y||4318506633|20050304000000|
BL|CRCC|11400DC3EEA3041EE043814FD881041E|1.0|BL-CRCC|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CRCC|||||||||BL|||N|N|Y|N|5331201785|20040719000000|
BL|CRED|11400DC3EEA4041EE043814FD881041E|1.0|BL-CRED|IU|IUBLA|BL|BL|2420002064||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CRED|||||||||BL|||Y|N|N|N|2420002064|20040819000000|
BL|CRFT|11400DC3EEA5041EE043814FD881041E|1.0|BL-CRFT|IU||||5049708811||||||||||||||||||||||||||BL|||Y||Y||4639102570|20041215000000|
BL|CRIM|11400DC3EEA6041EE043814FD881041E|1.0|BL-CRIM|IU|IUBLA|BL|BL|4984801399||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CRIM|||||||||BL|||Y|Y|Y|Y|4984801399|20040820000000|
BL|CRIN|11400DC3EEA7041EE043814FD881041E|1.0|BL-CRIN|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CRIN| | | | | | | | |BL|| |N|N|Y|N||20040429000000|
BL|CSC|11400DC3EEA8041EE043814FD881041E|1.0|BL-CSC|IU||||5049708811||||||||||||||||||||||||||BL|||Y||Y||1625704209|20041215000000|
BL|CSCI|11400DC3EEA9041EE043814FD881041E|1.0|BL-CSCI|IU|IUBLA|BL|BL|1250802481||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CSCI|||||||||BL|||Y|Y|Y|Y|1250802481|20040820000000|
BL|CSER|11400DC3F348041EE043814FD881041E|1.0|BL-CSER|IU||||4124805803||||||||||||||||||||||||||BL|||||||2093401908|20031023000000|
BL|CSLI|11400DC3F46F041EE043814FD881041E|1.0|BL-CSLI|IU||||||||||||||||||||||||||||||BL|||||Y||5268706644|20050304000000|
BL|CSMA|11400DC3EEAA041EE043814FD881041E|1.0|BL-CSMA|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CSMA| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CSPH|11400DC3F46E041EE043814FD881041E|1.0|BL-CSPH|IU||||||||||||||||||||||||||||||BL|||||Y||2142103403|20050304000000|
BL|CSSC|11400DC3EEAB041EE043814FD881041E|1.0|BL-CSSC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CSSC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CSST|11400DC3EEAC041EE043814FD881041E|1.0|BL-CSST|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CSST| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CTE|11400DC3F37D041EE043814FD881041E|1.0|BL-CTE|IU||||1872708343||||||||||||||||||||||||||BL|||||||1872708343|20041020000000|
BL|CTED|11400DC3EEAD041EE043814FD881041E|1.0|BL-CTED|IU||||2416008397||||||||||||||||||||||||||BL|||Y|Y|Y|Y|2676505139|20030929000000|
BL|CTSD|11400DC3EEAE041EE043814FD881041E|1.0|BL-CTSD|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-CTSD|||||||||BL|||N|N|Y|N||20040730000000|
BL|CVCC|11400DC3EEAF041EE043814FD881041E|1.0|BL-CVCC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-CVCC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|CYBS|11400DC3F470041EE043814FD881041E|1.0|BL-CYBS|IU||||||||||||||||||||||||||||||BL|||||Y||5852509909|20050304000000|
BL|DABL|11400DC3F390041EE043814FD881041E|1.0|BL-DABL|IU||||||||||||||||||||||||||||||BL|||||||2552809682|20030829000000|
BL|DBFA|11400DC3F34E041EE043814FD881041E|1.0|BL-DBFA|IU||||||||||||||||||||||||||||||BL|||||||1872708343|20030228000000|
BL|DCIS|11400DC3EEB3041EE043814FD881041E|1.0|BL-DCIS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-DCIS| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|DECO|11400DC3F490041EE043814FD881041E|1.0|BL-DECO|IU||||||||||||||||||||||||||||||BL||||Y|Y||3608607904|20050322000000|
BL|DEHP|11400DC3EEB0041EE043814FD881041E|1.0|BL-DEHP|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-DEHP| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|DERM|11400DC3F41A041EE043814FD881041E|1.0|BL-DERM|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|DEVS|11400DC3EEB1041EE043814FD881041E|1.0|BL-DEVS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-DEVS| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|DFAC|11400DC3EEB2041EE043814FD881041E|1.0|BL-DFAC|IU|IUBLA|BL|BL|5183806303| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-DFAC| | | | | | | | |BL|| |Y|N|Y|Y|5183806303|20021102000000|
BL|DGTS|11400DC3F41B041EE043814FD881041E|1.0|BL-DGTS|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|DMAT|11400DC3F47F041EE043814FD881041E|1.0|BL-DMAT|IU||||||||||||||||||||||||||||||BL||||Y|Y||2452000667|20050322000000|
BL|DOPR|11400DC3F3C7041EE043814FD881041E|1.0|BL-DOPR|IU||||||||||||||||||||||||||||||BL||||||||20040227000000|
BL|DPOL|11400DC3F483041EE043814FD881041E|1.0|BL-DPOL|IU||||||||||||||||||||||||||||||BL||||Y|Y||2552202601|20050322000000|
BL|DPSY|11400DC3F484041EE043814FD881041E|1.0|BL-DPSY|IU||||4318506633||||||||||||||||||||||||||BL||||Y|Y|||20050322000000|
BL|DSOC|11400DC3F491041EE043814FD881041E|1.0|BL-DSOC|IU||||||||||||||||||||||||||||||BL||||Y|Y||2698204697|20050322000000|
BL|DSS|11400DC3F41F041EE043814FD881041E|1.0|BL-DSS|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|DSTA|11400DC3F458041EE043814FD881041E|1.0|BL-DSTA|IU||||||||||||||||||||||||||||||BL|||||Y||2362105752|20050304000000|
BL|DVTC|11400DC3EEB4041EE043814FD881041E|1.0|BL-DVTC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-DVTC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|EADM|11400DC3EEB5041EE043814FD881041E|1.0|BL-EADM|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EADM| | | | | | | | |BL|| |N|N|Y|N||20040429000000|
BL|EALC|11400DC3EEB6041EE043814FD881041E|1.0|BL-EALC|IU|IUBLA|BL|BL|1618507225||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-EALC|||||||||BL|||Y|Y|Y|Y|1618507225|20040820000000|
BL|EASC|11400DC3EEB7041EE043814FD881041E|1.0|BL-EASC|IU||||3909803874||||||||||||||||||||||||||BL|||Y||Y|Y|3962607660|20041215000000|
BL|EASL|11400DC3EEB8041EE043814FD881041E|1.0|BL-EASL|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-EASL|||||||||BL|||N|N|Y|N||20041019000000|
BL|ECMR|11400DC3EEBE041EE043814FD881041E|1.0|BL-ECMR|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ECMR| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|ECON|11400DC3EEB9041EE043814FD881041E|1.0|BL-ECON|IU|IUBLA|BL|BL|3608607904| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ECON| | | | | | | | |BL|| |Y|Y|Y|Y|3608607904|20021102000000|
BL|ECSC|11400DC3EEBA041EE043814FD881041E|1.0|BL-ECSC|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-ECSC|||||||||BL|||N|N|Y|N||20040730000000|
BL|EDL|11400DC3EEBB041EE043814FD881041E|1.0|BL-EDL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EDL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|EDUC|11400DC3EEBC041EE043814FD881041E|1.0|BL-EDUC|IU|IUBLA|BL|BL|4336803918||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-EDUC|||||||||BL|||Y|Y|Y|Y|5045602480|20040811000000|
BL|EDUD|11400DC3EEBD041EE043814FD881041E|1.0|BL-EDUD|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EDUD| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|ELPS|11400DC3EEBF041EE043814FD881041E|1.0|BL-ELPS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ELPS| | | | | | | | |BL|| |N|N|Y|N||20040429000000|
BL|EMAS|11400DC3EEC0041EE043814FD881041E|1.0|BL-EMAS|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-EMAS|||||||||BL|||N|N|N|N|1872708343|20030228000000|
BL|EMER|11400DC3EEC5041EE043814FD881041E|1.0|BL-EMER|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EMER| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|EMI|11400DC3EEC1041EE043814FD881041E|1.0|BL-EMI|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EMI| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|ENG|11400DC3EEC2041EE043814FD881041E|1.0|BL-ENG|IU|IUBLA|BL|BL|3428005487||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-ENG|||||||||BL|||Y|Y|Y|Y|1529707192|20041130000000|
BL|ENSE|11400DC3EEC3041EE043814FD881041E|1.0|BL-ENSE|IU|IUBLA|BL|BL|2950605083||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-ENSE|||||||||BL|||Y|N|Y|N|3395606968|20040816000000|
BL|EPLY|11400DC3F36D041EE043814FD881041E|1.0|BL-EPLY|IU||||2588101919||||||||||||||||||||||||IU RESEARCH PARK--SHOWERS 100|501 N. MORTON STREET|BL|BL661A|100|||||2588101919|20030826000000|
BL|ERIC|11400DC3EEC4041EE043814FD881041E|1.0|BL-ERIC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ERIC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|ETEC|11400DC3EEC6041EE043814FD881041E|1.0|BL-ETEC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ETEC| | | | | | | | |BL|| |N|N|Y|N||20040429000000|
BL|EVAL|11400DC3EEC7041EE043814FD881041E|1.0|BL-EVAL|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-EVAL|||||||||BL|||N|N|Y|N||20040804000000|
BL|EXEC|11400DC3EEC8041EE043814FD881041E|1.0|BL-EXEC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-EXEC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|EXST|11400DC3F41C041EE043814FD881041E|1.0|BL-EXST|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|FADB|11400DC3EEC9041EE043814FD881041E|1.0|BL-FADB|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-FADB|||||||||BL|||N|N|Y|N|1872708343|20030228000000|
BL|FAL|11400DC3EECA041EE043814FD881041E|1.0|BL-FAL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FAL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|FAMM|11400DC3EECB041EE043814FD881041E|1.0|BL-FAMM|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FAMM| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|FILL|11400DC3EECC041EE043814FD881041E|1.0|BL-FILL|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-FILL|||||||||BL|||N|N|Y|N||20040804000000|
BL|FILM|11400DC3EECD041EE043814FD881041E|1.0|BL-FILM|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FILM| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|FINA|11400DC3EECE041EE043814FD881041E|1.0|BL-FINA|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FINA| | | | | | | | |BL|| |N|Y|Y|Y||20021102000000|
BL|FINH|11400DC3EECF041EE043814FD881041E|1.0|BL-FINH|IU||||3209904483||||||||||||||||||||||||||BL|||Y|Y|Y||3209904483|20031110000000|
BL|FINS|11400DC3EED0041EE043814FD881041E|1.0|BL-FINS|IU||||1877007651||||||||||||||||||||||||||BL|||Y|Y|Y||2620008671|20040914000000|
BL|FOED|11400DC3EED1041EE043814FD881041E|1.0|BL-FOED|IU|IUBLA|BL|BL|2620008671| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FOED| | | | | | | | |BL|| |Y|N|N|N|2620008671|20021102000000|
BL|FOLK|11400DC3EED2041EE043814FD881041E|1.0|BL-FOLK|IU||||3236104556||||||||||||||||||||||||||BL|||Y|Y|Y|Y|3236104556|20040820000000|
BL|FORN|11400DC3EED3041EE043814FD881041E|1.0|BL-FORN|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-FORN| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|FRES|11400DC3F34C041EE043814FD881041E|1.0|BL-FRES|IU||||||||||||||||||||||||||||||BL|||||||2620008671|20030228000000|
BL|FRIT|11400DC3EED4041EE043814FD881041E|1.0|BL-FRIT|IU|IUBLA|BL|BL|6185006765||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-FRIT|||||||||BL|||Y|Y|Y|Y|6185006765|20040820000000|
BL|GANT|11400DC3F485041EE043814FD881041E|1.0|BL-GANT|IU||||||||||||||||||||||||||||||BL||||Y|Y||5601108543|20050322000000|
BL|GBI|11400DC3F48E041EE043814FD881041E|1.0|BL-GBI|IU||||||||||||||||||||||||||||||BL||||Y|Y||6076602019|20050322000000|
BL|GBLK|11400DC3EED5041EE043814FD881041E|1.0|BL-GBLK|IU||||5049708811||||||||||||||||||||||||||BL|||Y||Y||3189200344|20041215000000|
BL|GELB|11400DC3EED6041EE043814FD881041E|1.0|BL-GELB|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GELB| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GENG|11400DC3F48F041EE043814FD881041E|1.0|BL-GENG|IU||||||||||||||||||||||||||||||BL||||Y|Y||1529707192|20050322000000|
BL|GEOG|11400DC3EED7041EE043814FD881041E|1.0|BL-GEOG|IU|IUBLA|BL|BL|1516709007||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-GEOG|||||||||BL|||Y|Y|Y|Y|1516709007|20040820000000|
BL|GEOL|11400DC3EED8041EE043814FD881041E|1.0|BL-GEOL|IU|IUBLA|BL|BL|2620008671||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-GEOL|||||||||BL|||Y|Y|Y|Y|2223504767|20040902000000|
BL|GEOY|11400DC3EED9041EE043814FD881041E|1.0|BL-GEOY|IU||||6001205150||||||||||||||||||||||||||BL|||Y||Y|Y|3908901516|20041228000000|
BL|GERM|11400DC3EEDA041EE043814FD881041E|1.0|BL-GERM|IU|IUBLA|BL|BL|1274007182||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-GERM|||||||||BL|||Y|Y|Y|Y|1274007182|20040110000000|
BL|GFIS|11400DC3F486041EE043814FD881041E|1.0|BL-GFIS|IU||||||||||||||||||||||||||||||BL||||Y|Y||2298700256|20050322000000|
BL|GHIS|11400DC3F48D041EE043814FD881041E|1.0|BL-GHIS|IU||||||||||||||||||||||||||||||BL||||Y|Y||3439809008|20050322000000|
BL|GILL|11400DC3EEDB041EE043814FD881041E|1.0|BL-GILL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GILL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GLIB|11400DC3EEDF041EE043814FD881041E|1.0|BL-GLIB|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GLIB| | | | | | | | |BL|| |N|Y|Y|N||20021102000000|
BL|GLLC|11400DC3F3C2041EE043814FD881041E|1.0|BL-GLLC|IU||||2620008671||||||||||||||||||||||||||BL|||Y|Y|Y|Y|2620008671|20040616000000|
BL|GLPR|11400DC3EEDC041EE043814FD881041E|1.0|BL-GLPR|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GLPR| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GMAP|11400DC3EEDD041EE043814FD881041E|1.0|BL-GMAP|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GMAP| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GNDR|11400DC3EEDE041EE043814FD881041E|1.0|BL-GNDR|IU|IUBLA|BL|BL|5331201785||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-GNDR|||||||||BL|||Y|Y|Y|Y|5331201785|20031111000000|
BL|GOVP|11400DC3EEE0041EE043814FD881041E|1.0|BL-GOVP|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-GOVP|||||||||BL|||N|N|Y|N||20040804000000|
BL|GPL|11400DC3F487041EE043814FD881041E|1.0|BL-GPL|IU||||||||||||||||||||||||||||||BL||||Y|Y||3892107556|20050322000000|
BL|GPOL|11400DC3F48C041EE043814FD881041E|1.0|BL-GPOL|IU||||||||||||||||||||||||||||||BL||||Y|Y||2552202601|20050322000000|
BL|GPSY|11400DC3F489041EE043814FD881041E|1.0|BL-GPSY|IU||||||||||||||||||||||||||||||BL||||Y|Y||4318506633|20050322000000|
BL|GPUB|11400DC3EEE1041EE043814FD881041E|1.0|BL-GPUB|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GPUB| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GRAD|11400DC3EEE2041EE043814FD881041E|1.0|BL-GRAD|IU||||5049708811||||||||||||||||||||||||||BL|||Y|N|N|Y|1872708343|20050308000000|
BL|GRPS|11400DC3EEE3041EE043814FD881041E|1.0|BL-GRPS|IU||||||||||||||||||||||||||||||BL||||||||20031106000000|
BL|GRST|11400DC3EEE4041EE043814FD881041E|1.0|BL-GRST|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-GRST| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|GSUP|11400DC3F455041EE043814FD881041E|1.0|BL-GSUP|IU||||||||||||||||||||||||||||||BL|||||Y||2362105752|20050304000000|
BL|HANT|11400DC3F473041EE043814FD881041E|1.0|BL-HANT|IU||||||||||||||||||||||||||||||BL|||||Y||5601108543|20050304000000|
BL|HARP|11400DC3EEE5041EE043814FD881041E|1.0|BL-HARP|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-HARP| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|HART|11400DC3EEE6041EE043814FD881041E|1.0|BL-HART|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-HART| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|HAZD|11400DC3EEE7041EE043814FD881041E|1.0|BL-HAZD|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-HAZD| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|HBI|11400DC3F47B041EE043814FD881041E|1.0|BL-HBI|IU||||||||||||||||||||||||||||||BL|||||Y||6076602019|20050304000000|
BL|HBIC|11400DC3F477041EE043814FD881041E|1.0|BL-HBIC|IU||||||||||||||||||||||||||||||BL|||||Y||6076602019|20050304000000|
BL|HBUS|11400DC3F478041EE043814FD881041E|1.0|BL-HBUS|IU||||||||||||||||||||||||||||||BL|||||Y||1777902237|20050304000000|
