cust_nbr|cust_addr_id|obj_id|ver_nbr|cust_addr_nm|cust_line_1_addr|cust_line_2_addr|cust_city_nm|cust_state_cd|cust_zip_cd|cust_cntry_cd|cust_addr_intl_prov_nm|cust_intl_mail_cd|cust_email_addr|cust_addr_type_cd|cust_addr_end_dt|inv_tmplt_cd|copies_to_print_qty|inv_trns_mthd_cd|env_to_print_qty|
IND2923|2718.0|48A7ED7FC1C6FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100792 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2719.0|48A7ED7FC1DAFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100812 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND2923|2720.0|48A7ED7FC1E0FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100818 MAIN STREET||BLOOMINGTON CAMPUS|IN|47405|US||||A||||||
IND2923|2721.0|48A7ED7FC200FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100850 MAIN STREET|HALL 436M|IUB|IN|47404|US||||A||||||
IND2923|2722.0|48A7ED7FC206FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100856 MAIN STREET|SUITE 441M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2723.0|48A7ED7FC207FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100857 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2724.0|48A7ED7FC209FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100859 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2725.0|48A7ED7FC20FFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100865 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2726.0|48A7ED7FC223FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100885 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2727.0|48A7ED7FC225FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100887 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|2728.0|48A7ED7FC285FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100983 MAIN STREET|SUITE 504M|INDIANAPOLIS|IN|46202|US||||A||||||
IND2923|2729.0|48A7ED7FC292FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100996 MAIN STREET|SUITE 509M|BLOOMINGTON|IN|47405|US||||A||||||
IND2949|1.0|48A7ED7FBF3FFC83E0404F8189D860FE|1.0|STERNER FOUNDATION|100145 MAIN STREET||BLOOMINGTON|IN|47405|US||||P||||||
INF17623|1.0|48A7ED7FC04AFC83E0404F8189D860FE|1.0|CEBALLOS SYSTEMS|100412 MAIN STREET||NEW YORK|NY|10018|US||||P||||||
INF23410|1.0|48A7ED7FC269FC83E0404F8189D860FE|1.0|ROYCE SYSTEMS|100955 MAIN STREET||CARMEL|IN|46032|US||||P||||||
ING3036|1.0|48A7ED7FBF40FC83E0404F8189D860FE|1.0|ECCLES COMPANY|100146 MAIN STREET||EL PASO|TX|79998-1216|US||||P||||||
ING3036|2.0|48A7ED7FC089FC83E0404F8189D860FE|1.0|ECCLES COMPANY|100475 MAIN STREET||CARMEL|IN|46032|US||||A||||||
ING3036|3.0|48A7ED7FC0F7FC83E0404F8189D860FE|1.0|ECCLES COMPANY|100585 MAIN STREET||DAVIDSON|NC|28036|US||||A||||||
ING3036|4.0|48A7ED7FC24DFC83E0404F8189D860FE|1.0|ECCLES COMPANY|100927 MAIN STREET||PAWTUCKET|RI|02860|US||||A||||||
INR23364|1.0|48A7ED7FC25FFC83E0404F8189D860FE|1.0|HODSON COMPANY|100945 MAIN STREET|SUITE 481H|CARMEL|IN|46032|US||||P||||||
INT17276|1.0|48A7ED7FBFF7FC83E0404F8189D860FE|1.0|MEACHAM INTERNATIONAL|100329 MAIN STREET|SUITE 177M|CHICAGO|IL|60606|US||||P||||||
INT17277|1.0|48A7ED7FBFE3FC83E0404F8189D860FE|1.0|SCALA CORPORATION|100309 MAIN STREET|SUITE 160S|CHICAGO|IL|60631|US||||P||||||
INT17555|1.0|48A7ED7FC042FC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|100404 MAIN STREET|SUITE 215E|CHANDLER|AZ|85226|US||||P||||||
INT17555|2.0|48A7ED7FC043FC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|100405 MAIN STREET|SUITE 216E|CHANDLER|AZ|85248|US||||A||||||
INT17555|3.0|48A7ED7FC08FFC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|100481 MAIN STREET|SUITE 258E|CHANDLER|AZ|85248|US||||A||||||
INT17555|4.0|48A7ED7FC288FC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|100986 MAIN STREET|BOX 506E|HILLSBORO|OR|97123|US||||A||||||
INT17555|5.0|48A7ED7FC2A7FC83E0404F8189D860FE|1.0|EBERHARDT CORPORATION|101017 MAIN STREET|SUITE 522E|BEAVRTON|OR|97006|US||||A||||||
INT21517|1.0|48A7ED7FC1DEFC83E0404F8189D860FE|1.0|EATON CORPORATION|100816 MAIN STREET||INDIANAPOLIS|IN|46203|US||||P||||||
ISP8942|1.0|48A7ED7FBF41FC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|100147 MAIN STREET|SUITE 82M|EAST CHICAGO|IN|46312|US||||P||||||
ISP8942|2.0|48A7ED7FC018FC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|100362 MAIN STREET||EAST CHICAGO|IN|46312|US||||A||||||
ISP8942|3.0|48A7ED7FC21EFC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|100880 MAIN STREET||EAST CHICAGO|IN|46312|US||||A||||||
ISP8942|4.0|48A7ED7FC250FC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|100930 MAIN STREET|FLOOR 473M|EAST CHICAGO|IN|46312|US||||A||||||
ISP8942|5.0|48A7ED7FC289FC83E0404F8189D860FE|1.0|MCDANIELS CORPORATION|100987 MAIN STREET||EAST CHICAGO|IN|46312|US||||A||||||
JAS19572|1.0|48A7ED7FC0DEFC83E0404F8189D860FE|1.0|KEENE CORPORATION|100560 MAIN STREET|PO BOX 295K|JASPER|IN|47547|US||||P||||||
JCP21428|1.0|48A7ED7FC1D2FC83E0404F8189D860FE|1.0|ODLE CORPORATION|100804 MAIN STREET||GREENWOOD|IN|46142|US||||P||||||
JCP21428|2.0|48A7ED7FC2A4FC83E0404F8189D860FE|1.0|ODLE CORPORATION|101014 MAIN STREET|SUITE 519O|PLANO|TX|75064|US||||A||||||
JOH14609|1.0|48A7ED7FBFAEFC83E0404F8189D860FE|1.0|JESSEE COMPANY|100256 MAIN STREET||MISHAWAKA|IN|46545|US||||P||||||
JOH14609|2.0|48A7ED7FC058FC83E0404F8189D860FE|1.0|JESSEE COMPANY|100426 MAIN STREET|SUITE 227J|INDIANAPOLIS|IN|46240|US||||A||||||
JOH21112|1.0|48A7ED7FC181FC83E0404F8189D860FE|1.0|SAIN COMPANY|100723 MAIN STREET|SUITE 375S|CHICAGO|IL|60606|US||||P||||||
JOH21266|1.0|48A7ED7FC1BEFC83E0404F8189D860FE|1.0|POMPEY CORPORATION|100784 MAIN STREET||NILES|IL|60714|US||||P||||||
JOH3304|1.0|48A7ED7FBF42FC83E0404F8189D860FE|1.0|HURD CORPORATION|100148 MAIN STREET||ARLINGTON|TX|76004-3130|US||||P||||||
JOH3304|2.0|48A7ED7FBFA5FC83E0404F8189D860FE|1.0|HURD CORPORATION|100247 MAIN STREET|PO BOX 138H|TITUSVILLE|NJ|08560|US||||A||||||
JOH3304|3.0|48A7ED7FBFC9FC83E0404F8189D860FE|1.0|HURD CORPORATION|100283 MAIN STREET||RARITAN|NJ|08869|US||||A||||||
JOH3304|4.0|48A7ED7FC083FC83E0404F8189D860FE|1.0|HURD CORPORATION|100469 MAIN STREET|SUITE 253H|CINCINNATI|OH|45242|US||||A||||||
JOH3304|5.0|48A7ED7FC0B6FC83E0404F8189D860FE|1.0|HURD CORPORATION|100520 MAIN STREET|BUILDING 274H|SKILLMAN|NJ|08558|US||||A||||||
JOH3304|6.0|48A7ED7FC125FC83E0404F8189D860FE|1.0|HURD CORPORATION|100631 MAIN STREET|BOX 324H|RARITAN|NJ|08869-0602|US||||A||||||
JOH3304|7.0|48A7ED7FC126FC83E0404F8189D860FE|1.0|HURD CORPORATION|100632 MAIN STREET|SUITE 325H|NORTH BRUNSWICK|NJ|08902|US||||A||||||
JOH3304|8.0|48A7ED7FC180FC83E0404F8189D860FE|1.0|HURD CORPORATION|100722 MAIN STREET|SUITE 374H|WARSAW|IN|46581|US||||A||||||
JOH3304|9.0|48A7ED7FC1A0FC83E0404F8189D860FE|1.0|HURD CORPORATION|100754 MAIN STREET||JACKSONVILLE|FL|32256|US||||A||||||
JOH3304|10.0|48A7ED7FC1CAFC83E0404F8189D860FE|1.0|HURD CORPORATION|100796 MAIN STREET||NEW BRUNSWICK|NJ|08906|US||||A||||||
JOH3304|11.0|48A7ED7FC226FC83E0404F8189D860FE|1.0|HURD CORPORATION|100888 MAIN STREET|PO BOX 452H|NEW BRUNSWICK|NJ|08906-6515|US||||A||||||
JPM18449|1.0|48A7ED7FC080FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100466 MAIN STREET|SUITE 251R|PHILADELPHIA|PA|19103|US||||P||||||
JPM18449|2.0|48A7ED7FC135FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100647 MAIN STREET|SUITE 334R|LOS ANGELES|CA|90067|US||||A||||||
JPM18449|3.0|48A7ED7FC194FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100742 MAIN STREET|SUITE 387R|CHICAGO|IL|60670|US||||A||||||
JPM18449|4.0|48A7ED7FC1E4FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100822 MAIN STREET||COLUMBUS|OH|43240|US||||A||||||
JPM18449|5.0|48A7ED7FC210FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100866 MAIN STREET|FLOOR 444R|NEW YORK|NY|10172|US||||A||||||
JPM18449|6.0|48A7ED7FC217FC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100873 MAIN STREET|BOX 446R|COLUMBUS|OH|43271|US||||A||||||
JPM18449|7.0|48A7ED7FC21DFC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100879 MAIN STREET||LOUISVILLE|KU|40232|US||||A||||||
JPM18449|8.0|48A7ED7FC23CFC83E0404F8189D860FE|1.0|RALSTON CORPORATION|100910 MAIN STREET|FLOOR 465R|NEW YORK|NY|10024|US||||A||||||
KAT17282|1.0|48A7ED7FBFE4FC83E0404F8189D860FE|1.0|EVERS CORPORATION|100310 MAIN STREET|SUITE 161E|INDIANAPOLIS|IN|46240|US||||P||||||
KBP19743|1.0|48A7ED7FC112FC83E0404F8189D860FE|1.0|CARUSO COMPANY|100612 MAIN STREET||INDIANPOLIS|IN|46254|US||||P||||||
KCI21225|1.0|48A7ED7FC19EFC83E0404F8189D860FE|1.0|HUDDLESTON CORPORATION|100752 MAIN STREET||SAN ANTONIO|TX|78230|US||||P||||||
KEL14901|1.0|48A7ED7FBFB6FC83E0404F8189D860FE|1.0|SIMONE PARTNERS|100264 MAIN STREET||BLOOMINGTON|IN|47405|US||||P||||||
KEY17536|1.0|48A7ED7FC03CFC83E0404F8189D860FE|1.0|BEESLEY GROUP|100398 MAIN STREET|SUITE 211B|CHICAGO|IL|60606|US||||P||||||
KEY17536|2.0|48A7ED7FC0DDFC83E0404F8189D860FE|1.0|BEESLEY GROUP|100559 MAIN STREET||CHICAGO|IL|60606|US||||A||||||
KEY18771|1.0|48A7ED7FC09FFC83E0404F8189D860FE|1.0|LIANG BANK|100497 MAIN STREET||ELKHART|IN|46516|US||||P||||||
KEY18771|2.0|48A7ED7FC0D0FC83E0404F8189D860FE|1.0|LIANG BANK|100546 MAIN STREET||KOKOMO|IN|46902|US||||A||||||
KEY18771|3.0|48A7ED7FC104FC83E0404F8189D860FE|1.0|LIANG BANK|100598 MAIN STREET||CLEVELAND|OH|44114|US||||A||||||
KEY18771|4.0|48A7ED7FC129FC83E0404F8189D860FE|1.0|LIANG BANK|100635 MAIN STREET||CLEVELAND|OH|44101|US||||A||||||
KEY18771|5.0|48A7ED7FC144FC83E0404F8189D860FE|1.0|LIANG BANK|100662 MAIN STREET||TOLEDO|OH|43614|US||||A||||||
KEY18771|6.0|48A7ED7FC212FC83E0404F8189D860FE|1.0|LIANG BANK|100868 MAIN STREET||GOSHEN|IN|46256|US|||customer@domain.com|A||||||
KIM21097|1.0|48A7ED7FC16BFC83E0404F8189D860FE|1.0|DRENNAN CORPORATION|100701 MAIN STREET||NEENAH|WI|54956|US||||P||||||
KNI19573|1.0|48A7ED7FC0DCFC83E0404F8189D860FE|1.0|QUIGLEY CORPORATION|100558 MAIN STREET||INDIANAPOLIS|IN|46214|US||||P||||||
KNI19573|2.0|48A7ED7FC1BCFC83E0404F8189D860FE|1.0|QUIGLEY CORPORATION|100782 MAIN STREET|SUITE 405Q|EAGAN|MN|55121|US||||A||||||
KOH17283|1.0|48A7ED7FBFEFFC83E0404F8189D860FE|1.0|HAFNER STORES|100321 MAIN STREET||MENOMONEE FALLS|WI|53051|US||||P||||||
KON21096|1.0|48A7ED7FC169FC83E0404F8189D860FE|1.0|WALTER CORPORATION|100699 MAIN STREET||MOLINE|IL|61265|US||||P||||||
KON23412|1.0|48A7ED7FC268FC83E0404F8189D860FE|1.0|HAMLIN SOLUTIONS|100954 MAIN STREET||INDIANAPOLIS|IN|46241|US||||P||||||
KPM17281|1.0|48A7ED7FBFE5FC83E0404F8189D860FE|1.0|JOST CORPORATION|100311 MAIN STREET|PLAZA 162J|CHICAGO|IL|60601|US||||P||||||
KPM17281|2.0|48A7ED7FC038FC83E0404F8189D860FE|1.0|JOST CORPORATION|100394 MAIN STREET|SUITE 209J|INDIANAPOLIS|IN|46204|US||||A||||||
KRA21597|1.0|48A7ED7FC1E5FC83E0404F8189D860FE|1.0|VINING PARTNERS|100823 MAIN STREET||STAMFORD|CT|06901|US||||P||||||
KUA2000|2001.0|5c9f7790-0bdc-42e6-a9b9-3c3b02f361e2|1.0|ALTERNATE|||MYTOWN|NE|12345|US|||ALT@KUALI.ORG|A||STD||EMAIL||
KUA2001|2004.0|c9a1f8ae-2468-4ea0-8961-1f66b147f497|1.0|PRIMARY|123 SOUTH STREET||MYTOWN|NE|12345|US|||SOMEONE@KU.EDU|P||STD||EMAIL||
KUA2001|2005.0|bb8185ea-f036-43a4-8f28-ec81919defe5|1.0|TEMPORARY|123 TEMPORARY||ANYTOWN|NE|12345|US|||TEMP@KUALI.ORG|T||STD|1.0|MAIL||
KUA2002|2000.0|8575a576-fe7f-4ebb-999f-aa464b1eac1f|1.0|KUALI OTHER2 TESTING|123 MAIN||ANYWHERE|PA|12345|US||||P||STD||||
KUA2003|2003.0|50c2ac5f-9e95-4cc5-8105-9611fbe30637|3.0|PRIMARY|123 MAIN ST||ANYTOWN|NE|12345|US|||SOMEONE@KU.ORG|P||STD||EMAIL||
KUA2004|2004.0|42a91374-0a32-4150-867e-8ad09d861de7|6.0|PRIMARY KUALI MILESTONE|PRIMARY KUALI MS||MYTOWN|NE|12345|US|||SOMEONE@KU.EDU|P||SCHD|3.0|EMAIL|3.0|
KUA2004|2008.0|59ebf6ff-6776-45ae-a290-1b52b6542ef4|5.0|ALT 1 KUALI MILESTONE|ALT 1 KUALI MS||ANYTOWN|NE|12345|US||||A||STD|2.0|MAIL|2.0|
KUA2004|2009.0|03ac3923-040c-479a-b298-3c85b5d29373|5.0|ALT 2 KUALI MILESTONE|ALT 2 KUALI MS||ANYTOWN|NE|12346|US||||A|||1.0||1.0|
KUA2004|2010.0|27d154dd-dd24-41de-93da-ea7f391bcae5|5.0|TEMP KUALI MILESTONE|TEMP KUALI MS||ANYTOWN|NE|12345|US||||T|||1.0||1.0|
KUA2005|2001.0|1df00a23-b700-433e-afa5-2a32ff6da891|1.0|PRIMARY|123 MAIN ST||ANYTOWN|NE|12345|US|||SOMEONE@KU.EDU|P||270||EMAIL||
KUA2006|2006.0|2ae564a8-74c1-4c03-a3ca-916ca3dcabcf|7.0|PRIMARY KUALI PD|PRIMARY KUALI PD||MYTOWN|NE|12345|US|||SOMEONE@KU.EDU|P||SCHD|3.0|EMAIL|3.0|
KUA2006|2011.0|20c7f452-4633-441f-b4e4-83eb3bd2f961|6.0|ALT1 KUALI PD|ALT1 KUALI PREDETERMINED||ANYTOWN|NE|12345|US||||A||SCHD|2.0|MAIL|2.0|
KUA2007|2007.0|7f1f48a9-187b-46cf-830f-5b8316ad8ef3|1.0|PRIMARY KUALI MONTHLY|KUALI MONTHLY||MYTOWN|NE|12345|US||||P||STD|3.0|MAIL|1.0|
KUA2007|2012.0|b5c143b8-a12d-4b51-b964-f03610d529b9|1.0|ALT1 KUALI MONTHLY|ALT1 KUALI MONTHLY||ANYTOWN|NE|12345|US|||SOMEONE@KU.EDU|A||STD||EMAIL||
KUA2008|2002.0|8c1365cf-fca0-4f93-a9ab-da5f7e4db11b|1.0|PRIMARY|123 MAIN ST||ANYTOWN|NE|12345|US|||SOMEONE@KU.EDU|P||STD||EMAIL||
KUA2009|2003.0|b9063625-7e0a-455b-b9fe-a58650a17815|1.0|PRIMARY|123 SOUTH STREET||MYTOWN|NE|12345|US||||P|||1.0|MAIL|1.0|
KUA2010|2004.0|5431daeb-bca4-4e79-80ea-34b486f7937e|1.0|PRIMARY|123 SOUTH STREET||MYTOWN|NE|12345|US||||P||STD|1.0|MAIL|1.0|
KUA2011|2005.0|f095ff82-7545-4ab5-b2f6-ae792d98c211|1.0|PRIMARY|123 SOUTH STREET||MYTOWN|NE|12345|US|||ANYONE@KU.EDU|P||||EMAIL||
KUA2011|2006.0|55c21b6a-891f-4749-934d-00d767055bb9|1.0|ALT|132 MAIN||ANYTOWN|PA|12345|US||||A||STD|1.0|MAIL|1.0|
LAS17400|1.0|48A7ED7FC01CFC83E0404F8189D860FE|1.0|BUMGARNER BANK|100366 MAIN STREET||CHICAGO|IL|60603|US||||P||||||
LAS17400|2.0|48A7ED7FC27EFC83E0404F8189D860FE|1.0|BUMGARNER BANK|100976 MAIN STREET|SUITE 500B|CHICAGO|IL|60603|US||||A||||||
LAS19602|1.0|48A7ED7FC0FEFC83E0404F8189D860FE|1.0|ABNEY SECURITIES|100592 MAIN STREET|SUITE 308A|INDIANAPOLIS|IN|46250|US||||P||||||
LEA18483|1.0|48A7ED7FC086FC83E0404F8189D860FE|1.0|SHUMPERT COMPANY|100472 MAIN STREET||CHICAGO|IL|60643|US||||P||||||
LEC17777|1.0|48A7ED7FC065FC83E0404F8189D860FE|1.0|NEIL CORPORATION|100439 MAIN STREET|SUITE 235N|CHICAGO|IL|60603|US||||P||||||
LEC17777|2.0|48A7ED7FC16AFC83E0404F8189D860FE|1.0|NEIL CORPORATION|100700 MAIN STREET|SUITE 358N|CHICAGO|IL|60603|US||||A||||||
LIB9288|1.0|48A7ED7FBF5EFC83E0404F8189D860FE|1.0|ATCHLEY CORPORATION|100176 MAIN STREET|SUITE 98A|MISHAWAKA|IN|46544|US||||P||||||
LIB9288|2.0|48A7ED7FC0DBFC83E0404F8189D860FE|1.0|ATCHLEY CORPORATION|100557 MAIN STREET|SUITE 294A|CARMEL|IN|46032|US||||A||||||
LIB9288|3.0|48A7ED7FC16FFC83E0404F8189D860FE|1.0|ATCHLEY CORPORATION|100705 MAIN STREET|SUITE 361A|BOSTON|MA|02116|US||||A||||||
LIB9288|4.0|48A7ED7FC213FC83E0404F8189D860FE|1.0|ATCHLEY CORPORATION|100869 MAIN STREET||NEW CASTLE|PA|16105|US|||customer@domain.com|A||||||
LIG21718|1.0|48A7ED7FC1F5FC83E0404F8189D860FE|1.0|CRUZ CORPORATION|100839 MAIN STREET|SUITE 430C|CHICAGO|IL|60603|US||||P||||||
LIN19603|1.0|48A7ED7FC0FCFC83E0404F8189D860FE|1.0|DUNSON COMPANY|100590 MAIN STREET|SUITE 307D|CHICAGO|IL|60661|US||||P||||||
LIN20106|1.0|48A7ED7FC127FC83E0404F8189D860FE|1.0|CAGLE GROUP|100633 MAIN STREET|SUITE 326C|PHILADELPHIA|PA|19102-2112|US||||P||||||
LIN20106|2.0|48A7ED7FC282FC83E0404F8189D860FE|1.0|CAGLE GROUP|100980 MAIN STREET|SUITE 503C|FORT WAYNE|IN|46802|US||||A||||||
LIN20106|3.0|48A7ED7FC29EFC83E0404F8189D860FE|1.0|CAGLE GROUP|101008 MAIN STREET||PHILADELPHIA|PA|19103|US||||A||||||
LON21263|1.0|48A7ED7FC1A7FC83E0404F8189D860FE|1.0|SHOTWELL GROUP|100761 MAIN STREET|SUITE 395S|INDIANAPOLIS|IN|46282|US||||P||||||
LOP19604|1.0|48A7ED7FC0FDFC83E0404F8189D860FE|1.0|GRINDLE COMPANY|100591 MAIN STREET||ST LOUIS|MO|63141|US||||P||||||
MAC17287|1.0|48A7ED7FBFE6FC83E0404F8189D860FE|1.0|DOMINGO STORES|100312 MAIN STREET|FLOOR 163D|SAN FRANSICSO|CA|94120|US||||P||||||
MAC17287|2.0|48A7ED7FBFFCFC83E0404F8189D860FE|1.0|DOMINGO STORES|100334 MAIN STREET|FLOOR 179D|NEW YORK|NY|10001|US||||A||||||
MAC17287|3.0|48A7ED7FBFFDFC83E0404F8189D860FE|1.0|DOMINGO STORES|100335 MAIN STREET|CENTER 180D|ATLANTA|GA|30346|US||||A||||||
MAC17287|4.0|48A7ED7FC0E0FC83E0404F8189D860FE|1.0|DOMINGO STORES|100562 MAIN STREET||ATLANTA|GA|30346|US||||A||||||
MAC17287|5.0|48A7ED7FC0F6FC83E0404F8189D860FE|1.0|DOMINGO STORES|100584 MAIN STREET||NEW YORK|NY|10001|US||||A||||||
MAC17287|6.0|48A7ED7FC0F8FC83E0404F8189D860FE|1.0|DOMINGO STORES|100586 MAIN STREET|BOX 305D|SAN FRANCISCO|CA|94120|US||||A||||||
MAC17287|7.0|48A7ED7FC1F6FC83E0404F8189D860FE|1.0|DOMINGO STORES|100840 MAIN STREET||ST LOUIS|MO|63101|US||||A||||||
MAN19321|1.0|48A7ED7FC0C0FC83E0404F8189D860FE|1.0|BUSBY ASSOCIATES|100530 MAIN STREET|FLOOR 276B|ATLANTA|GA|30339|US||||P||||||
MAN19321|2.0|48A7ED7FC14BFC83E0404F8189D860FE|1.0|BUSBY ASSOCIATES|100669 MAIN STREET|SUITE 342B|MISHAWAKA|IN|46545|US||||A||||||
MAR17834|1.0|48A7ED7FC06AFC83E0404F8189D860FE|1.0|SUTTON COMPANY|100444 MAIN STREET||FINDLAY|OH|45840|US||||P||||||
MAS18899|1.0|48A7ED7FC0A4FC83E0404F8189D860FE|1.0|HOVEY CORPORATION|100502 MAIN STREET||RICHMOND|IN|47374|US||||P||||||
MAS18899|2.0|48A7ED7FC0DFFC83E0404F8189D860FE|1.0|HOVEY CORPORATION|100561 MAIN STREET|PO BOX 296H|JASPER|IN|47547|US||||A||||||
MCG17289|1.0|48A7ED7FBFE8FC83E0404F8189D860FE|1.0|SINGLEY CORPORATION|100314 MAIN STREET|SUITE 165S|CHICAGO|IL|60606|US||||P||||||
MCG17289|2.0|48A7ED7FC053FC83E0404F8189D860FE|1.0|SINGLEY CORPORATION|100421 MAIN STREET|SUITE 224S|CHICAGO|IL|60606|US||||A||||||
MCG17289|3.0|48A7ED7FC113FC83E0404F8189D860FE|1.0|SINGLEY CORPORATION|100613 MAIN STREET|SUITE 315S|SCHAUMBERG|IL|46514|US||||A||||||
MCG17289|4.0|48A7ED7FC26DFC83E0404F8189D860FE|1.0|SINGLEY CORPORATION|100959 MAIN STREET|SUITE 487S|CHICAGO|IL|60606|US||||A||||||
MCK17862|1.0|48A7ED7FC06CFC83E0404F8189D860FE|1.0|CARY COMPANY|100446 MAIN STREET||STAMFORD|CT|06901|US||||P||||||
MCK17862|2.0|48A7ED7FC0DAFC83E0404F8189D860FE|1.0|CARY COMPANY|100556 MAIN STREET|SUITE 293C|CHICAGO|IL|60603|US||||A||||||
MCM17928|1.0|48A7ED7FC071FC83E0404F8189D860FE|1.0|FRANKE COMPANY|100451 MAIN STREET||ELMHURST|IL|60126|US||||P||||||
MED20365|1.0|48A7ED7FC142FC83E0404F8189D860FE|1.0|HUTCHINSON CORPORATION|100660 MAIN STREET||NORTHRIDGE|CA|91325|US||||P||||||
MED3885|1.0|48A7ED7FBF43FC83E0404F8189D860FE|1.0|RISNER COMPANY|100149 MAIN STREET||FORT WAYNE,|IN|46835|US||||P||||||
MED3897|1.0|48A7ED7FBF44FC83E0404F8189D860FE|1.0|BEAVERS CORPORATION|100150 MAIN STREET||MINNEAPOLIS|MN|55432-9987|US||||P||||||
MED3897|2.0|48A7ED7FC1C4FC83E0404F8189D860FE|1.0|BEAVERS CORPORATION|100790 MAIN STREET||WESTFIELD|IN|46074|US||||A||||||
MED3897|3.0|48A7ED7FC294FC83E0404F8189D860FE|1.0|BEAVERS CORPORATION|100998 MAIN STREET||MINNEAPOLIS|MN|55440|US||||A||||||
MED3897|4.0|48A7ED7FC296FC83E0404F8189D860FE|1.0|BEAVERS CORPORATION|101000 MAIN STREET|SUITE 511B|MINNEAPOLIS|MN|55448-3105|US||||A||||||
MER13156|1.0|48A7ED7FBF96FC83E0404F8189D860FE|1.0|FLAHERTY CORPORATION|100232 MAIN STREET||INDIANAPOLIS|IN|46240|US||||P||||||
MER13156|2.0|48A7ED7FC1E9FC83E0404F8189D860FE|1.0|FLAHERTY CORPORATION|100827 MAIN STREET|SUITE 426F|INDIANAPOLIS|IN|46240|US||||A||||||
MER13156|3.0|48A7ED7FC2A0FC83E0404F8189D860FE|1.0|FLAHERTY CORPORATION|101010 MAIN STREET|SUITE 516F|CHICAGO|IL|60606|US||||A||||||
MER21464|1.0|48A7ED7FC1D8FC83E0404F8189D860FE|1.0|SIMMERS CORPORATION|100810 MAIN STREET|SUITE 420S|GREENWOOD|IN|46143|US||||P||||||
MES23610|1.0|48A7ED7FC28DFC83E0404F8189D860FE|1.0|PAIGE COMPANY|100991 MAIN STREET||INDIANAPOLIS|IN|46250|US||||P||||||
MES23610|2.0|48A7ED7FC29CFC83E0404F8189D860FE|1.0|PAIGE COMPANY|101006 MAIN STREET||CINCINNATI|OH|45216|US||||A||||||
MID23728|1.0|48A7ED7FC299FC83E0404F8189D860FE|1.0|MCEVOY BANK|101003 MAIN STREET|SUITE 513M|MELROSE PARK|IL|60160|US||||P||||||
MIL19937|1.0|48A7ED7FC11FFC83E0404F8189D860FE|1.0|MORITZ COMPANY|100625 MAIN STREET||MILWAUKEE|WI||US||||P||||||
MIL19937|2.0|48A7ED7FC1F7FC83E0404F8189D860FE|1.0|MORITZ COMPANY|100841 MAIN STREET|PO BOX 431M|MILWAUKEE|WI|53201|US||||A||||||
MON12024|1.0|48A7ED7FBF87FC83E0404F8189D860FE|1.0|HALCOMB COMPANY|100217 MAIN STREET|PO BOX 121H|NEW ALBANY|IN|47150-1407|US||||P||||||
MON12024|2.0|48A7ED7FC109FC83E0404F8189D860FE|1.0|HALCOMB COMPANY|100603 MAIN STREET|SUITE 312H|BEDFORD|IN|47421|US||||A||||||
MON12024|3.0|48A7ED7FC275FC83E0404F8189D860FE|1.0|HALCOMB COMPANY|100967 MAIN STREET|PO BOX 494H|BEDFORD|IN|47421|US||||A||||||
MON4105|1.0|48A7ED7FBF45FC83E0404F8189D860FE|1.0|BURLEIGH COMPANY|100151 MAIN STREET||SKOKIE|IL|60077|US||||P||||||
