fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_100_dlr_amt|fdoc_50_dlr_amt|fdoc_20_dlr_amt|fdoc_10_dlr_amt|fdoc_5_dlr_amt|fdoc_2_dlr_amt|fdoc_1_dlr_amt|fdoc_othr_dlr_amt|cshr_stat_cd|
CD5591304|CR|13EDF610178D4072E043814FD8814072|1.0||50.0||10.0|30.0||8.0||R|
CE2969504|CD|13EDF61017F94072E043814FD8814072|1.0|||300.0|80.0|55.0||21.0||X|
CE2969504|CR|13EDF61017FA4072E043814FD8814072|1.0|||300.0|80.0|55.0||21.0||R|
CE3353304|CD|13EDF61012EE4072E043814FD8814072|1.0|||100.0|20.0|25.0||46.0||X|
CE3353304|CR|13EDF61012EF4072E043814FD8814072|1.0|||100.0|20.0|25.0||46.0||R|
CF8572204|CD|13EDF61015074072E043814FD8814072|1.0|||120.0||||4.0||X|
CF8572204|CR|13EDF61015084072E043814FD8814072|1.0|||120.0||||4.0||R|
CG8811604|CD|13EDF6100E294072E043814FD8814072|1.0|||160.0|10.0|10.0||16.0||X|
CG8811604|CR|13EDF6100E2A4072E043814FD8814072|1.0|||160.0|10.0|10.0||16.0||R|
CH1510204|CD|13EDF61015B54072E043814FD8814072|1.0|||20.0||||4.0||X|
CH1510204|CR|13EDF61015B64072E043814FD8814072|1.0|||20.0||||4.0||R|
CH6781404|CD|13EDF6100EE34072E043814FD8814072|1.0|||20.0||||3.0||X|
CH6781404|CR|13EDF6100EE44072E043814FD8814072|1.0|||20.0||||3.0||R|
CH7173404|CD|13EDF6100E694072E043814FD8814072|1.0|||60.0||||||X|
CH7173404|CR|13EDF6100E6A4072E043814FD8814072|1.0|||60.0||||||R|
CH9354504|CD|13EDF61011F64072E043814FD8814072|1.0||||20.0|30.0||6.0||X|
CH9354504|CR|13EDF61011F74072E043814FD8814072|1.0||||20.0|30.0||6.0||R|
CI4626504|CD|13EDF610158F4072E043814FD8814072|1.0|||20.0|20.0|50.0||1.0||X|
CI4626504|CR|13EDF61015904072E043814FD8814072|1.0|||20.0|20.0|50.0||1.0||R|
CI8549004|CD|13EDF6100D904072E043814FD8814072|1.0|||160.0|30.0|35.0||28.0||X|
CI8549004|CR|13EDF6100D914072E043814FD8814072|1.0|||160.0|30.0|35.0||28.0||R|
CI9158804|CD|13EDF6100C224072E043814FD8814072|1.0|||20.0||||5.0||X|
CI9158804|CR|13EDF6100C234072E043814FD8814072|1.0|||20.0||||5.0||R|
CK1055804|CD|13EDF61011114072E043814FD8814072|1.0|||180.0|90.0|90.0||23.0||X|
CK1055804|CR|13EDF61011124072E043814FD8814072|1.0|||180.0|90.0|90.0||23.0||R|
CK4140904|CD|13EDF610124C4072E043814FD8814072|1.0||50.0|1320.0|100.0|30.0||59.0||X|
CK4140904|CR|13EDF610124D4072E043814FD8814072|1.0||50.0|1320.0|100.0|30.0||59.0||R|
CK8706004|CD|13EDF61010234072E043814FD8814072|1.0||||10.0|10.0||13.0||X|
CK8706004|CR|13EDF61010244072E043814FD8814072|1.0||||10.0|10.0||13.0||R|
CL8784404|CD|13EDF61017364072E043814FD8814072|1.0||50.0|260.0|10.0|95.0||27.0||X|
CL8784404|CR|13EDF61017374072E043814FD8814072|1.0||50.0|260.0|10.0|95.0||27.0||R|
CM1445204|CD|13EDF61015474072E043814FD8814072|1.0||50.0|1600.0|20.0|45.0||37.0||X|
CM1445204|CR|13EDF61015484072E043814FD8814072|1.0||50.0|1600.0|20.0|45.0||37.0||R|
CM3456504|CD|13EDF610104F4072E043814FD8814072|1.0|||20.0|30.0|||14.0||X|
CM3456504|CR|13EDF61010504072E043814FD8814072|1.0|||20.0|30.0|||14.0||R|
CN1341704|CD|13EDF61013BA4072E043814FD8814072|1.0|||20.0|20.0|||3.0||X|
CN1341704|CR|13EDF61013BB4072E043814FD8814072|1.0|||20.0|20.0|||3.0||R|
CN4368204|CD|13EDF61010774072E043814FD8814072|1.0|||40.0|10.0|||||X|
CN4368204|CR|13EDF61010784072E043814FD8814072|1.0|||40.0|10.0|||||R|
CN5526704|CD|13EDF61013864072E043814FD8814072|1.0|||260.0|50.0|80.0||1.0||X|
CN5526704|CR|13EDF61013874072E043814FD8814072|1.0|||260.0|50.0|80.0||1.0||R|
CN6276304|CD|13EDF61016C04072E043814FD8814072|1.0||||10.0|5.0||3.0||X|
CN6276304|CR|13EDF61016C14072E043814FD8814072|1.0||||10.0|5.0||3.0||R|
CN6780004|CD|13EDF61014244072E043814FD8814072|1.0|||100.0|50.0||0.0|4.0||X|
CN6780004|CR|13EDF61014254072E043814FD8814072|1.0|||100.0|50.0||4.0|||R|
CN8783304|CD|13EDF61017344072E043814FD8814072|1.0|||60.0||10.0||29.0||X|
CN8783304|CR|13EDF61017354072E043814FD8814072|1.0|||60.0||10.0||29.0||R|
CO3368304|CD|13EDF6100DAB4072E043814FD8814072|1.0|||20.0|30.0|||2.0||X|
CO3368304|CR|13EDF6100DAC4072E043814FD8814072|1.0|||20.0|30.0|||2.0||R|
CP2819304|CD|13EDF61017464072E043814FD8814072|1.0|||40.0|40.0|20.0||||X|
CP2819304|CR|13EDF61017474072E043814FD8814072|1.0|||40.0|40.0|20.0||||R|
CP3072904|CD|13EDF6100F7C4072E043814FD8814072|1.0|||500.0|20.0|||3.0||X|
CP3072904|CR|13EDF6100F7D4072E043814FD8814072|1.0|||500.0|20.0|||3.0||R|
CP5885704|CD|13EDF6100C624072E043814FD8814072|1.0|||80.0|10.0|||||X|
CP5885704|CR|13EDF6100C634072E043814FD8814072|1.0|||80.0|10.0|||||R|
CP6289104|CD|13EDF61014084072E043814FD8814072|1.0||50.0|380.0|210.0|155.0||70.0||X|
CP6289104|CR|13EDF61014094072E043814FD8814072|1.0||50.0|380.0|210.0|155.0||70.0||R|
CQ7282504|CD|13EDF61014FF4072E043814FD8814072|1.0||||10.0|||||X|
CQ7282504|CR|13EDF61015004072E043814FD8814072|1.0||||10.0|||||R|
CQ7511004|CD|13EDF610114F4072E043814FD8814072|1.0|||120.0|30.0|||4.0||X|
CQ7511004|CR|13EDF61011504072E043814FD8814072|1.0|||120.0|30.0|||4.0||R|
CR7492904|CD|13EDF61010574072E043814FD8814072|1.0||50.0|1760.0|130.0|230.0||83.0||X|
CR7492904|CR|13EDF61010584072E043814FD8814072|1.0||50.0|1760.0|130.0|230.0||83.0||R|
CR8995604|CD|13EDF6100ED74072E043814FD8814072|1.0|||60.0|30.0|20.0||23.0||X|
CR8995604|CR|13EDF6100ED84072E043814FD8814072|1.0|||60.0|30.0|20.0||23.0||R|
CS7682404|CD|13EDF61011534072E043814FD8814072|1.0|||100.0|10.0|5.0||||X|
CS7682404|CR|13EDF61011544072E043814FD8814072|1.0|||100.0|10.0|5.0||||R|
CT2700604|CD|13EDF61013C44072E043814FD8814072|1.0|||580.0|140.0|40.0||24.0||X|
CT2700604|CR|13EDF61013C54072E043814FD8814072|1.0|||580.0|140.0|40.0||24.0||R|
CT4447004|CD|13EDF6100EA04072E043814FD8814072|1.0|||40.0||15.0||3.0||X|
CT4447004|CR|13EDF6100EA14072E043814FD8814072|1.0|||40.0||15.0||3.0||R|
CV2457404|CD|13EDF6100DEB4072E043814FD8814072|1.0|||180.0|20.0|5.0||84.0||X|
CV2457404|CR|13EDF6100DEC4072E043814FD8814072|1.0|||180.0|20.0|5.0||84.0||R|
CV4909004|CD|13EDF61016D04072E043814FD8814072|1.0|||140.0|40.0|15.0||4.0||X|
CV4909004|CR|13EDF61016D14072E043814FD8814072|1.0|||140.0|40.0|15.0||4.0||R|
CW4895004|CD|13EDF610139A4072E043814FD8814072|1.0|||840.0|70.0|5.0||10.0||X|
CW4895004|CR|13EDF610139B4072E043814FD8814072|1.0|||840.0|70.0|5.0||10.0||R|
CW6126204|CD|13EDF61015F54072E043814FD8814072|1.0|100.0||420.0|20.0|5.0||5.0||X|
CW6126204|CR|13EDF61015F64072E043814FD8814072|1.0|100.0||420.0|20.0|5.0||5.0||R|
CX3849004|CD|13EDF6100CBA4072E043814FD8814072|1.0||||30.0|||12.0||X|
CX3849004|CR|13EDF6100CBB4072E043814FD8814072|1.0||||30.0|||12.0||R|
CX6061304|CD|13EDF61013D04072E043814FD8814072|1.0|||20.0|10.0|20.0||8.0||X|
CX6061304|CR|13EDF61013D14072E043814FD8814072|1.0|||20.0|10.0|20.0||8.0||R|
CX6896404|CD|13EDF610152D4072E043814FD8814072|1.0|||100.0|10.0|5.0||6.0||X|
CX6896404|CR|13EDF610152E4072E043814FD8814072|1.0|||100.0|10.0|5.0||6.0||R|
CX8222504|CD|13EDF61016524072E043814FD8814072|1.0|||60.0|10.0|5.0||1.0||X|
CX8222504|CR|13EDF61016534072E043814FD8814072|1.0|||60.0|10.0|5.0||1.0||R|
CY2028604|CD|13EDF61016AE4072E043814FD8814072|1.0|||60.0||||11.0||X|
CY2028604|CR|13EDF61016AF4072E043814FD8814072|1.0|||60.0||||11.0||R|
CY5311704|CD|13EDF6100BFF4072E043814FD8814072|1.0|||80.0|10.0|10.0||11.0||X|
CY5311704|CR|13EDF6100C004072E043814FD8814072|1.0|||80.0|10.0|10.0||11.0||R|
CY9733704|CD|13EDF610110B4072E043814FD8814072|1.0|||40.0||5.0||6.0||X|
CY9733704|CR|13EDF610110C4072E043814FD8814072|1.0|||40.0||5.0||6.0||R|
CZ2464504|CD|13EDF6100FE44072E043814FD8814072|1.0|||40.0|20.0|5.0||9.0||X|
CZ2464504|CR|13EDF6100FE54072E043814FD8814072|1.0|||40.0|20.0|5.0||9.0||R|
CZ2701604|CD|13EDF6100D0E4072E043814FD8814072|1.0|||880.0|50.0|50.0||12.0||X|
CZ2701604|CR|13EDF6100D0F4072E043814FD8814072|1.0|||880.0|50.0|50.0||12.0||R|
CZ6111904|CD|13EDF61010974072E043814FD8814072|1.0|||340.0|50.0|50.0||7.0||X|
CZ6111904|CR|13EDF61010984072E043814FD8814072|1.0|||340.0|50.0|50.0||7.0||R|
DA2574804|CD|13EDF61015B74072E043814FD8814072|1.0|||60.0|30.0|20.0||||X|
DA2574804|CR|13EDF61015B84072E043814FD8814072|1.0|||60.0|30.0|20.0||||R|
DA3658704|CD|13EDF610108B4072E043814FD8814072|1.0|||20.0|10.0|25.0||22.0||X|
DA3658704|CR|13EDF610108C4072E043814FD8814072|1.0|||20.0|10.0|25.0||22.0||R|
DA5993904|CD|13EDF61010CD4072E043814FD8814072|1.0|||20.0||||11.0||X|
DA5993904|CR|13EDF61010CE4072E043814FD8814072|1.0|||20.0||||11.0||R|
DA6528504|CD|13EDF61016C24072E043814FD8814072|1.0||50.0|740.0|50.0|35.0||40.0||X|
DA6528504|CR|13EDF61016C34072E043814FD8814072|1.0||50.0|740.0|50.0|35.0||40.0||R|
DA8565604|CD|13EDF61011A54072E043814FD8814072|1.0||||30.0|20.0||23.0||X|
DA8565604|CR|13EDF61011A64072E043814FD8814072|1.0||||30.0|20.0||23.0||R|
DB6389004|CD|13EDF610143C4072E043814FD8814072|1.0|||120.0|10.0|30.0||6.0||X|
DB6389004|CR|13EDF610143D4072E043814FD8814072|1.0|||120.0|10.0|30.0||6.0||R|
DB6745604|CD|13EDF610176E4072E043814FD8814072|1.0|||100.0|10.0|||5.0||X|
DB6745604|CR|13EDF610176F4072E043814FD8814072|1.0|||100.0|10.0|||5.0||R|
DC2808704|CD|13EDF61015E94072E043814FD8814072|1.0|||||5.0||||X|
DC2808704|CR|13EDF61015EA4072E043814FD8814072|1.0|||||5.0||||R|
DC3726904|CD|13EDF61014324072E043814FD8814072|1.0|||40.0||5.0||||X|
DC3726904|CR|13EDF61014334072E043814FD8814072|1.0|||40.0||5.0||||R|
DC6867804|CD|13EDF610149F4072E043814FD8814072|1.0||50.0|1160.0|160.0|170.0||83.0||X|
DC6867804|CR|13EDF61014A04072E043814FD8814072|1.0||50.0|1160.0|160.0|170.0||83.0||R|
DC7004004|CD|13EDF61011954072E043814FD8814072|1.0|||1680.0|160.0|175.0||18.0||X|
DC7004004|CR|13EDF61011964072E043814FD8814072|1.0|||1680.0|160.0|175.0||18.0||R|
DD2123904|CD|13EDF61010E54072E043814FD8814072|1.0|200.0|100.0|1220.0|160.0|160.0||83.0||X|
DD2123904|CR|13EDF61010E64072E043814FD8814072|1.0|200.0|100.0|1220.0|160.0|160.0||83.0||R|
DD2457604|CD|13EDF61015CF4072E043814FD8814072|1.0|||80.0|10.0|5.0||13.0||X|
DD2457604|CR|13EDF61015D04072E043814FD8814072|1.0|||80.0|10.0|5.0||13.0||R|
DD5586104|CD|13EDF6100EAB4072E043814FD8814072|1.0|||20.0|10.0|||5.0||X|
DD5586104|CR|13EDF6100EAC4072E043814FD8814072|1.0|||20.0|10.0|||5.0||R|
DD6012204|CD|13EDF6100D284072E043814FD8814072|1.0|||100.0|50.0|75.0||24.0||X|
DD6012204|CR|13EDF6100D294072E043814FD8814072|1.0|||100.0|50.0|75.0||24.0||R|
DE8011704|CD|13EDF6100ECB4072E043814FD8814072|1.0|||80.0||||2.0||X|
DE8011704|CR|13EDF6100ECC4072E043814FD8814072|1.0|||80.0||||2.0||R|
DE9873204|CD|13EDF61016104072E043814FD8814072|1.0||50.0|1180.0|90.0|130.0||49.0||X|
DE9873204|CR|13EDF61016114072E043814FD8814072|1.0||50.0|1180.0|90.0|130.0||49.0||R|
DF1054704|CD|13EDF6100E824072E043814FD8814072|1.0|||100.0|70.0|35.0|20.0|||X|
DF1054704|CR|13EDF6100E834072E043814FD8814072|1.0|||100.0|70.0|35.0|20.0|||R|
DF1179904|CD|13EDF61015454072E043814FD8814072|1.0|||840.0|50.0|70.0||25.0||X|
DF1179904|CR|13EDF61015464072E043814FD8814072|1.0|||840.0|50.0|70.0||25.0||R|
DH0017404|CD|13EDF61010274072E043814FD8814072|1.0|||||||1.0||X|
DH0017404|CR|13EDF61010284072E043814FD8814072|1.0|||||||1.0||R|
DH0473104|CD|13EDF6100EDB4072E043814FD8814072|1.0|||120.0|10.0|5.0||2.0||X|
DH0473104|CR|13EDF6100EDC4072E043814FD8814072|1.0|||120.0|10.0|5.0||2.0||R|
DI2614104|CD|13EDF61015894072E043814FD8814072|1.0|||160.0|40.0|15.0||19.0||X|
DI2614104|CR|13EDF610158A4072E043814FD8814072|1.0|||160.0|40.0|15.0||19.0||R|
DI6648904|CD|13EDF61012384072E043814FD8814072|1.0||50.0|220.0|10.0|25.0||||X|
DI6648904|CR|13EDF61012394072E043814FD8814072|1.0||50.0|220.0|10.0|25.0||||R|
DJ1061304|CD|13EDF61016E64072E043814FD8814072|1.0|||||25.0||6.0||X|
DJ1061304|CR|13EDF61016E74072E043814FD8814072|1.0|||||25.0||6.0||R|
DJ5593904|CD|13EDF6100FA84072E043814FD8814072|1.0|||60.0||||||X|
DJ5593904|CR|13EDF6100FA94072E043814FD8814072|1.0|||60.0||||||R|
DK0873504|CD|13EDF6100F514072E043814FD8814072|1.0|||20.0||||4.0||X|
DK0873504|CR|13EDF6100F524072E043814FD8814072|1.0|||20.0||||4.0||R|
DK3441604|CD|13EDF610163A4072E043814FD8814072|1.0|||120.0|10.0|5.0||4.0||X|
DK3441604|CR|13EDF610163B4072E043814FD8814072|1.0|||120.0|10.0|5.0||4.0||R|
DK8973204|CD|13EDF61013D64072E043814FD8814072|1.0|||220.0|30.0|15.0||4.0||X|
DK8973204|CR|13EDF61013D74072E043814FD8814072|1.0|||220.0|30.0|15.0||4.0||R|
DL9669304|CD|13EDF61013764072E043814FD8814072|1.0|||100.0|10.0|25.0||17.0||X|
DL9669304|CR|13EDF61013774072E043814FD8814072|1.0|||100.0|10.0|25.0||17.0||R|
DM1058204|CD|13EDF6100D524072E043814FD8814072|1.0|||1880.0|210.0|140.0||95.0||X|
DM1058204|CR|13EDF6100D534072E043814FD8814072|1.0|||1880.0|210.0|140.0||95.0||R|
DM3485804|CD|13EDF6100CB44072E043814FD8814072|1.0|||80.0|10.0|5.0||3.0||X|
DM3485804|CR|13EDF6100CB54072E043814FD8814072|1.0|||80.0|10.0|5.0||3.0||R|
DM3717204|CD|13EDF61017264072E043814FD8814072|1.0|||160.0|30.0|||2.0||X|
DM3717204|CR|13EDF61017274072E043814FD8814072|1.0|||160.0|30.0|||2.0||R|
DM7465104|CD|13EDF61010D54072E043814FD8814072|1.0||50.0|||||1.0||X|
DM7465104|CR|13EDF61010D64072E043814FD8814072|1.0||50.0|||||1.0||R|
DN8120604|CD|13EDF6100F8C4072E043814FD8814072|1.0|||60.0|10.0|5.0||3.0||X|
DN8120604|CR|13EDF6100F8D4072E043814FD8814072|1.0|||60.0|10.0|5.0||3.0||R|
DN8891504|CD|13EDF6100F744072E043814FD8814072|1.0|100.0||20.0|10.0|5.0||1.0||X|
DN8891504|CR|13EDF6100F754072E043814FD8814072|1.0|100.0||20.0|10.0|5.0||1.0||R|
DN9090804|CD|13EDF61016884072E043814FD8814072|1.0|||60.0||||1.0||X|
DN9090804|CR|13EDF61016894072E043814FD8814072|1.0|||60.0||||1.0||R|
DO1549804|CD|13EDF61015134072E043814FD8814072|1.0|||20.0|30.0|10.0||8.0||X|
DO1549804|CR|13EDF61015144072E043814FD8814072|1.0|||20.0|30.0|10.0||8.0||R|
DO2632404|CD|13EDF61017DF4072E043814FD8814072|1.0|||40.0||5.0||||X|
DO2632404|CR|13EDF61017E04072E043814FD8814072|1.0|||40.0||5.0||||R|
DO2645504|CD|13EDF61010894072E043814FD8814072|1.0|||||10.0||6.0||X|
DO2645504|CR|13EDF610108A4072E043814FD8814072|1.0|||||10.0||6.0||R|
DO5405204|CD|13EDF61010954072E043814FD8814072|1.0|||40.0|10.0|5.0||3.0||X|
DO5405204|CR|13EDF61010964072E043814FD8814072|1.0|||40.0|10.0|5.0||3.0||R|
DO8071604|CD|13EDF61016E04072E043814FD8814072|1.0|||||5.0||||X|
DO8071604|CR|13EDF61016E14072E043814FD8814072|1.0|||||5.0||||R|
DP0465604|CD|13EDF61013DE4072E043814FD8814072|1.0|||60.0||25.0||9.0||X|
DP0465604|CR|13EDF61013DF4072E043814FD8814072|1.0|||60.0||25.0||9.0||R|
DP1214904|CD|13EDF6100FDA4072E043814FD8814072|1.0|||200.0|40.0|10.0||14.0||X|
DP1214904|CR|13EDF6100FDB4072E043814FD8814072|1.0|||200.0|40.0|10.0||14.0||R|
DP7973004|CD|13EDF6100FC44072E043814FD8814072|1.0|||||||9.0||X|
DP7973004|CR|13EDF6100FC54072E043814FD8814072|1.0|||||||9.0||R|
DS0351504|CD|13EDF61016764072E043814FD8814072|1.0|||20.0|10.0|||3.0||X|
DS0351504|CR|13EDF61016774072E043814FD8814072|1.0|||20.0|10.0|||3.0||R|
DS4581804|CD|13EDF610158D4072E043814FD8814072|1.0|||20.0|10.0|||3.0||X|
DS4581804|CR|13EDF610158E4072E043814FD8814072|1.0|||20.0|10.0|||3.0||R|
DS6194304|CD|13EDF61011A14072E043814FD8814072|1.0|||140.0|40.0|15.0||4.0||X|
DS6194304|CR|13EDF61011A24072E043814FD8814072|1.0|||140.0|40.0|15.0||4.0||R|
DS7015704|CD|13EDF610128A4072E043814FD8814072|1.0|||160.0|20.0|10.0||7.0||X|
DS7015704|CR|13EDF610128B4072E043814FD8814072|1.0|||160.0|20.0|10.0||7.0||R|
DS7222304|CD|13EDF6100D304072E043814FD8814072|1.0|||940.0|380.0|||201.0||X|
DS7222304|CR|13EDF6100D314072E043814FD8814072|1.0|||940.0|380.0|||201.0||R|
DS9369504|CD|13EDF61014C94072E043814FD8814072|1.0|||20.0|10.0|||1.0||X|
DS9369504|CR|13EDF61014CA4072E043814FD8814072|1.0|||20.0|10.0|||1.0||R|
DS9386404|CD|13EDF61013F84072E043814FD8814072|1.0|||160.0|10.0|10.0||10.0||X|
DS9386404|CR|13EDF61013F94072E043814FD8814072|1.0|||160.0|10.0|10.0||10.0||R|
DT1386404|CD|13EDF6100C9E4072E043814FD8814072|1.0|||160.0|80.0|70.0||15.0||X|
DT1386404|CR|13EDF6100C9F4072E043814FD8814072|1.0|||160.0|80.0|70.0||15.0||R|
DT3375204|CD|13EDF61010654072E043814FD8814072|1.0||100.0|1360.0|20.0|50.0||34.0||X|
DT3375204|CR|13EDF61010664072E043814FD8814072|1.0||100.0|1360.0|20.0|50.0||34.0||R|
DT8396304|CD|13EDF6100C8A4072E043814FD8814072|1.0||||30.0|20.0||19.0||X|
DT8396304|CR|13EDF6100C8B4072E043814FD8814072|1.0||||30.0|20.0||19.0||R|
DU4987004|CD|13EDF61010FF4072E043814FD8814072|1.0|||20.0||5.0||11.0||X|
DU4987004|CR|13EDF61011004072E043814FD8814072|1.0|||20.0||5.0||11.0||R|
DU5561704|CD|13EDF61016484072E043814FD8814072|1.0|||100.0|30.0|60.0||10.0||X|
DU5561704|CR|13EDF61016494072E043814FD8814072|1.0|||100.0|30.0|60.0||10.0||R|
DU9873004|CD|13EDF610160E4072E043814FD8814072|1.0|||40.0||||3.0||X|
DU9873004|CR|13EDF610160F4072E043814FD8814072|1.0|||40.0||||3.0||R|
DW1473704|CD|13EDF610105F4072E043814FD8814072|1.0|||840.0||90.0||14.0||X|
DW1473704|CR|13EDF61010604072E043814FD8814072|1.0|||840.0||90.0||14.0||R|
DW2179304|CD|13EDF61011ED4072E043814FD8814072|1.0|||400.0|90.0|65.0||6.0||X|
DW2179304|CR|13EDF61011EE4072E043814FD8814072|1.0|||400.0|90.0|65.0||6.0||R|
DW5288104|CD|13EDF6100C5A4072E043814FD8814072|1.0|100.0|50.0||10.0|5.0||||X|
DW5288104|CR|13EDF6100C5B4072E043814FD8814072|1.0|100.0|50.0||10.0|5.0||||R|
DY0384204|CD|13EDF61013184072E043814FD8814072|1.0|||180.0|60.0|15.0||10.0||X|
DY0384204|CR|13EDF61013194072E043814FD8814072|1.0|||180.0|60.0|15.0||10.0||R|
DY0809404|CD|13EDF61015B14072E043814FD8814072|1.0|||40.0||||||X|
DY0809404|CR|13EDF61015B24072E043814FD8814072|1.0|||40.0||||||R|
DY2621904|CD|13EDF61014834072E043814FD8814072|1.0|||120.0|70.0|||4.0||X|
DY2621904|CR|13EDF61014844072E043814FD8814072|1.0|||120.0|70.0|||4.0||R|
DY2876804|CD|13EDF6100BE54072E043814FD8814072|1.0|100.0||40.0|10.0|||2.0||X|
DY2876804|CR|13EDF6100BE64072E043814FD8814072|1.0|100.0||40.0|10.0|||2.0||R|
DY3966304|CD|13EDF610162E4072E043814FD8814072|1.0|||||5.0||3.0||X|
DY3966304|CR|13EDF610162F4072E043814FD8814072|1.0|||||5.0||3.0||R|
DY6694404|CD|13EDF61016204072E043814FD8814072|1.0|100.0||20.0|10.0|5.0||1.0||X|
DY6694404|CR|13EDF61016214072E043814FD8814072|1.0|100.0||20.0|10.0|5.0||1.0||R|
DY6951604|CD|13EDF6100F434072E043814FD8814072|1.0|||800.0|170.0|165.0||102.0||X|
DY6951604|CR|13EDF6100F444072E043814FD8814072|1.0|||800.0|170.0|165.0||102.0||R|
DZ0054404|CD|13EDF61012964072E043814FD8814072|1.0|||40.0||||6.0||X|
DZ0054404|CR|13EDF61012974072E043814FD8814072|1.0|||40.0||||6.0||R|
DZ1062004|CD|13EDF6100D544072E043814FD8814072|1.0|||220.0|30.0|||5.0||X|
DZ1062004|CR|13EDF6100D554072E043814FD8814072|1.0|||220.0|30.0|||5.0||R|
DZ1411904|CD|13EDF6100CA24072E043814FD8814072|1.0|||40.0||15.0||||X|
DZ1411904|CR|13EDF6100CA34072E043814FD8814072|1.0|||40.0||15.0||||R|
EA0504704|CD|13EDF61010E34072E043814FD8814072|1.0|||1820.0|60.0|60.0||66.0||X|
EA0504704|CR|13EDF61010E44072E043814FD8814072|1.0|||1820.0|60.0|60.0||66.0||R|
EA3056304|CD|13EDF61010F34072E043814FD8814072|1.0|||140.0|70.0|10.0||11.0||X|
EA3056304|CR|13EDF61010F44072E043814FD8814072|1.0|||140.0|70.0|10.0||11.0||R|
EA4285704|CD|13EDF61013AE4072E043814FD8814072|1.0|||680.0|240.0|75.0||44.0||X|
EA4285704|CR|13EDF61013AF4072E043814FD8814072|1.0|||680.0|240.0|75.0||44.0||R|
EA7340804|CR|13EDF6100C134072E043814FD8814072|1.0|100.0|150.0|1600.0|180.0|520.0||136.0||R|
EA9219104|CD|13EDF61010DB4072E043814FD8814072|1.0|||||10.0||13.0||X|
EA9219104|CR|13EDF61010DC4072E043814FD8814072|1.0|||||10.0||13.0||R|
EB2736704|CD|13EDF61012A94072E043814FD8814072|1.0|||100.0||||||X|
EB2736704|CR|13EDF61012AA4072E043814FD8814072|1.0|||100.0||||||R|
EB3175204|CD|13EDF6100BEB4072E043814FD8814072|1.0|||60.0||10.0||||X|
EB3175204|CR|13EDF6100BEC4072E043814FD8814072|1.0|||60.0||10.0||||R|
EB6389504|CD|13EDF6100FEA4072E043814FD8814072|1.0|||320.0||||4.0||X|
EB6389504|CR|13EDF6100FEB4072E043814FD8814072|1.0|||320.0||||4.0||R|
EB7647404|CD|13EDF6100C804072E043814FD8814072|1.0|||40.0|30.0|5.0||7.0||X|
EB7647404|CR|13EDF6100C814072E043814FD8814072|1.0|||40.0|30.0|5.0||7.0||R|
EB8177004|CD|13EDF61011634072E043814FD8814072|1.0|||20.0|10.0|||1.0||X|
EB8177004|CR|13EDF61011644072E043814FD8814072|1.0|||20.0|10.0|||1.0||R|
EC4661004|CD|13EDF61010794072E043814FD8814072|1.0|||140.0|10.0|5.0||5.0||X|
EC4661004|CR|13EDF610107A4072E043814FD8814072|1.0|||140.0|10.0|5.0||5.0||R|
EC5258004|CD|13EDF61013E84072E043814FD8814072|1.0||50.0|20.0|10.0|||11.0||X|
EC5258004|CR|13EDF61013E94072E043814FD8814072|1.0||50.0|20.0|10.0|||11.0||R|
EC5398804|CD|13EDF61015A14072E043814FD8814072|1.0||50.0|840.0|30.0|285.0||88.0||X|
EC5398804|CR|13EDF61015A24072E043814FD8814072|1.0||50.0|840.0|30.0|285.0||88.0||R|
EC7386704|CD|13EDF61014264072E043814FD8814072|1.0|||40.0|30.0|5.0||8.0||X|
EC7386704|CR|13EDF61014274072E043814FD8814072|1.0|||40.0|30.0|5.0||8.0||R|
ED1684504|CD|13EDF610122C4072E043814FD8814072|1.0|||640.0|140.0|75.0||14.0||X|
ED1684504|CR|13EDF610122D4072E043814FD8814072|1.0|||640.0|140.0|75.0||14.0||R|
ED1922204|CD|13EDF61017F74072E043814FD8814072|1.0|||80.0||5.0||5.0||X|
ED1922204|CR|13EDF61017F84072E043814FD8814072|1.0|||80.0||5.0||5.0||R|
ED5802504|CD|13EDF61011C94072E043814FD8814072|1.0|||20.0|10.0|5.0||3.0||X|
ED5802504|CR|13EDF61011CA4072E043814FD8814072|1.0|||20.0|10.0|5.0||3.0||R|
ED9405404|CD|13EDF6100FF04072E043814FD8814072|1.0|||140.0|10.0|||||X|
ED9405404|CR|13EDF6100FF14072E043814FD8814072|1.0|||140.0|10.0|||||R|
EE2308204|CD|13EDF61016604072E043814FD8814072|1.0|||40.0|30.0|20.0||22.0||X|
EE2308204|CR|13EDF61016614072E043814FD8814072|1.0|||40.0|30.0|20.0||22.0||R|
EF3141004|CD|13EDF610133A4072E043814FD8814072|1.0|||80.0||5.0||||X|
EF3141004|CR|13EDF610133B4072E043814FD8814072|1.0|||80.0||5.0||||R|
EF4101504|CD|13EDF6100BF74072E043814FD8814072|1.0|||80.0||5.0||8.0||X|
EF4101504|CR|13EDF6100BF84072E043814FD8814072|1.0|||80.0||5.0||8.0||R|
EF6287404|CD|13EDF61011B74072E043814FD8814072|1.0|||100.0|20.0|25.0||3.0||X|
EF6287404|CR|13EDF61011B84072E043814FD8814072|1.0|||100.0|20.0|25.0||3.0||R|
