fin_coa_cd|fin_obj_level_cd|obj_id|ver_nbr|fin_obj_level_nm|fin_objlvl_shrt_nm|fin_cons_obj_cd|fin_objlvl_actv_cd|fin_report_sort_cd|
NW|DEBT|014FEE34CE1D9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
NW|DEFR|014FEE34CF5F9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
NW|DEPR|014FEE34CF459BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
NW|DIST|014FEE34CE1E9BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
NW|FINA|014FEE34CE1F9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
NW|FUBL|014FEE34CE209BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
NW|GIFT|014FEE34CE219BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
NW|HRCO|014FEE34CE229BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
NW|ICOE|014FEE34CE239BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
NW|ICOR|014FEE34CE249BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
NW|INS1|014FEE34CE259BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
NW|INS2|014FEE34CE269BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
NW|INSF|014FEE34CE279BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
NW|INSS|014FEE34CE289BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
NW|INV|014FEE34CE299BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
NW|INVA|014FEE34CE2A9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
NW|INVR|014FEE34CE2B9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
NW|NC|014FEE34CE2C9BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
NW|NORE|014FEE34CE2D9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
NW|NOTP|014FEE34CE2E9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
NW|OASS|014FEE34CE2F9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
NW|OEXP|014FEE34CE309BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
NW|OLIA|014FEE34CE319BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
NW|OTH1|014FEE34CE329BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
NW|OTH2|014FEE34CE339BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
NW|OTHF|014FEE34CE349BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
NW|OTHL|014FEE34CF719BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
NW|OTHR|014FEE34CE359BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
NW|OTHS|014FEE34CE369BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
NW|PART|014FEE34CE379BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
NW|PHON|014FEE34CE389BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
NW|PLNT|014FEE34CE399BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
NW|PRIN|014FEE34CE3A9BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
NW|PRSA|014FEE34CE3B9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
NW|R&M|014FEE34CE3C9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
NW|RENT|014FEE34CE3D9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
NW|RESA|014FEE34CE3E9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
NW|RESV|014FEE34CE3F9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
NW|S&E|014FEE34CE409BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
NW|SAAC|014FEE34CE419BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
NW|SAAP|014FEE34CE429BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
NW|SASV|014FEE34CE439BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
NW|SERV|014FEE34CE449BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
NW|SINV|014FEE34CF699BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
NW|STAP|014FEE34CE459BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
NW|STUF|014FEE34CE469BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
NW|SUPL|014FEE34CE479BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
NW|TAX|014FEE34CE489BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
NW|TAXP|014FEE34CE499BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
NW|TRAN|014FEE34CE4A9BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
NW|TRAV|014FEE34CE4B9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
NW|TREX|014FEE34CF9D9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
NW|TRFE|014FEE34CE4C9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
NW|TRFI|014FEE34CE4D9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
NW|TRIN|014FEE34CE4E9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
NW|UTIL|014FEE34CE4F9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
NW|VADJ|014FEE34CE509BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
SB|ACLI|014FEE34CE519BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
SB|ACPA|014FEE34CE529BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
SB|ACPY|014FEE34CE539BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
SB|ACSA|014FEE34CE549BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
SB|ADV|014FEE34CE559BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
SB|AR|014FEE34CE569BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
SB|ASSE|014FEE34CE579BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
SB|BASE|014FEE34CE589BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
SB|BASR|014FEE34CE599BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
SB|BASS|014FEE34CE5A9BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
SB|BCAS|014FEE34CE5B9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
SB|BCOM|014FEE34CE5C9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
SB|BENF|014FEE34CE5D9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
SB|BFRE|014FEE34CE5E9BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
SB|BGEX|014FEE34CE5F9BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
SB|BISA|014FEE34CE609BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
SB|BLIA|014FEE34CE619BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
SB|BNDP|014FEE34CE629BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
SB|BORE|014FEE34CE639BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
SB|BSTF|014FEE34CE649BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
SB|C&G|014FEE34CE659BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
SB|CAP|014FEE34CE669BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
SB|CASH|014FEE34CE679BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
SB|COMP|014FEE34CE689BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
SB|CORE|014FEE34CF859BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
SB|CORI|014FEE34CF919BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
SB|COSV|014FEE34CE699BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
SB|CREX|014FEE34CE6A9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
SB|CRIN|014FEE34CE6B9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
SB|CSEQ|014FEE34CF509BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
SB|DEBT|014FEE34CE6C9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
SB|DEFR|014FEE34CF5C9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
SB|DEPR|014FEE34CF469BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
SB|DIST|014FEE34CE6D9BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
SB|FINA|014FEE34CE6E9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
SB|FUBL|014FEE34CE6F9BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
SB|GIFT|014FEE34CE709BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
SB|HRCO|014FEE34CE719BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
SB|ICOE|014FEE34CE729BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
SB|ICOR|014FEE34CE739BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
SB|INS1|014FEE34CE749BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
SB|INS2|014FEE34CE759BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
SB|INSF|014FEE34CE769BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
SB|INSS|014FEE34CE779BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
SB|INV|014FEE34CE789BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
SB|INVA|014FEE34CE799BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
SB|INVR|014FEE34CE7A9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
SB|NC|014FEE34CE7B9BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
SB|NORE|014FEE34CE7C9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
SB|NOTP|014FEE34CE7D9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
SB|OASS|014FEE34CE7E9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
SB|OEXP|014FEE34CE7F9BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
SB|OLIA|014FEE34CE809BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
SB|OTH1|014FEE34CE819BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
SB|OTH2|014FEE34CE829BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
SB|OTHF|014FEE34CE839BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
SB|OTHL|014FEE34CF739BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
SB|OTHR|014FEE34CE849BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
SB|OTHS|014FEE34CE859BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
SB|PART|014FEE34CE869BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
SB|PHON|014FEE34CE879BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
SB|PLNT|014FEE34CE889BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
SB|PRIN|014FEE34CE899BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
SB|PRSA|014FEE34CE8A9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
SB|R&M|014FEE34CE8B9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
SB|RENT|014FEE34CE8C9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
SB|RESA|014FEE34CE8D9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
SB|RESV|014FEE34CE8E9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
SB|S&E|014FEE34CE8F9BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
SB|SAAC|014FEE34CE909BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
SB|SAAP|014FEE34CE919BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
SB|SASV|014FEE34CE929BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
SB|SERV|014FEE34CE939BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
SB|SINV|014FEE34CF6A9BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
SB|STAP|014FEE34CE949BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
SB|STUF|014FEE34CE959BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
SB|SUPL|014FEE34CE969BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
SB|TAX|014FEE34CE979BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
SB|TAXP|014FEE34CE989BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
SB|TRAN|014FEE34CE999BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
SB|TRAV|014FEE34CE9A9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
SB|TREX|014FEE34CF9E9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
SB|TRFE|014FEE34CE9B9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
SB|TRFI|014FEE34CE9C9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
SB|TRIN|014FEE34CE9D9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
SB|UTIL|014FEE34CE9E9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
SB|VADJ|014FEE34CE9F9BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
SE|ACLI|014FEE34CEA09BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
SE|ACPA|014FEE34CEA19BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
SE|ACPY|014FEE34CEA29BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
SE|ACSA|014FEE34CEA39BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
SE|ADV|014FEE34CEA49BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
SE|AR|014FEE34CEA59BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
SE|ASSE|014FEE34CEA69BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
SE|BASE|014FEE34CEA79BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
SE|BASR|014FEE34CEA89BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
SE|BASS|014FEE34CEA99BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
SE|BCAS|014FEE34CEAA9BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
SE|BCOM|014FEE34CEAB9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
SE|BENF|014FEE34CEAC9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
SE|BFRE|014FEE34CEAD9BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
SE|BGEX|014FEE34CEAE9BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
SE|BISA|014FEE34CEAF9BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
SE|BLIA|014FEE34CEB09BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
SE|BNDP|014FEE34CEB19BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
SE|BORE|014FEE34CEB29BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
SE|BSTF|014FEE34CEB39BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
SE|C&G|014FEE34CEB49BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
SE|CAP|014FEE34CEB59BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
SE|CASH|014FEE34CEB69BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
SE|COMP|014FEE34CEB79BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
SE|CORE|014FEE34CF869BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
SE|CORI|014FEE34CF929BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
SE|COSV|014FEE34CEB89BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
SE|CREX|014FEE34CEB99BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
SE|CRIN|014FEE34CEBA9BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
SE|CSEQ|014FEE34CF519BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
SE|DEBT|014FEE34CEBB9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
SE|DEFR|014FEE34CF5D9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
SE|DEPR|014FEE34CF479BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
SE|DIST|014FEE34CEBC9BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
SE|FINA|014FEE34CEBD9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
SE|FUBL|014FEE34CEBE9BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
SE|GIFT|014FEE34CEBF9BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
SE|HRCO|014FEE34CEC09BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
SE|ICOE|014FEE34CEC19BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
SE|ICOR|014FEE34CEC29BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
SE|INS1|014FEE34CEC39BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
SE|INS2|014FEE34CEC49BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
SE|INSF|014FEE34CEC59BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
SE|INSS|014FEE34CEC69BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
SE|INV|014FEE34CEC79BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
SE|INVA|014FEE34CEC89BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
SE|INVR|014FEE34CEC99BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
SE|NC|014FEE34CECA9BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
SE|NORE|014FEE34CECB9BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
SE|NOTP|014FEE34CECC9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
SE|OASS|014FEE34CECD9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
SE|OEXP|014FEE34CECE9BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
SE|OLIA|014FEE34CECF9BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
SE|OTH1|014FEE34CED09BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
SE|OTH2|014FEE34CED19BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
SE|OTHF|014FEE34CED29BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
SE|OTHL|014FEE34CF729BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
